Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,name
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Highest_Temn_前5天
Missing,4393,0.20010932446590443,3634,759,0.17277486910994763,0.1799069862022631,0.006129516733657871,0.0007651579737771065,Highest_Temn_前5天
,21953,1.0,17562,4391,0.2000182207443174,,0.0850567520495607,0.01049621723865432,Highest_Temn_前5天
"(-inf, 0.57)",3324,0.1514143852776386,2364,960,0.2888086642599278,-0.48500339129411674,0.04075008164922959,0.005044415239963199,Water_前3天变化
"[0.57, 0.69)",2262,0.10303830911492734,1711,551,0.24358974358974358,-0.2530820206189446,0.007100895154578958,0.0008852506215637681,Water_前3天变化
"[0.69, 0.84)",2689,0.12248895367375758,2095,594,0.22089996281145408,-0.1257509723646304,0.0020101355700230367,0.00025110152031819835,Water_前3天变化
"[0.84, 0.97)",2286,0.10413155377397167,1849,437,0.19116360454943132,0.05628655093331103,0.0003243448990010347,4.0537761234942914e-05,Water_前3天变化
"[0.97, 1.09)",2174,0.09902974536509816,1764,410,0.18859245630174792,0.07300159151015961,0.0005162185442681783,6.451299347240294e-05,Water_前3天变化
"[1.09, 1.21)",2166,0.09866533047875006,1814,352,0.16251154201292706,0.25347796971876124,0.00586224207421877,0.0007308247930552878,Water_前3天变化
"[1.21, inf)",4409,0.20083815423860066,3596,813,0.18439555454751644,0.10066580068547681,0.0019739387468939475,0.0002466382132431501,Water_前3天变化
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Water_前3天变化
Missing,2643,0.12039356807725596,2369,274,0.10367007188800606,0.7709146124124915,0.05588603304330632,0.006817748912399993,Water_前3天变化
,21953,1.0,17562,4391,0.2000182207443174,,0.11442388968151983,0.014081030055250942,Water_前3天变化
