,Harveststatus_month,ID_NUM,日龄,鸡舍温度-平均_mean,鸡舍温度-最低_mean,鸡舍温度-最高_mean,eef_high_flg,eef
31602,8,G10_60_H15,22,29.464583333333334,29.271875,29.682291666666668,0,442.0944660396436
31603,8,G10_60_H15,23,29.797916666666666,29.62395833333333,30.015625,0,442.0944660396436
31604,8,G10_60_H15,24,30.003125,29.8625,30.183333333333334,0,442.0944660396436
31605,8,G10_60_H15,25,29.996875,29.836458333333336,30.16145833333333,0,442.0944660396436
31606,8,G10_60_H15,26,29.105208333333334,28.97395833333333,29.26770833333333,0,442.0944660396436
31607,8,G10_60_H15,27,28.547916666666666,28.376041666666666,28.72395833333333,0,442.0944660396436
31608,8,G10_60_H15,28,28.78924731182796,28.68494623655914,28.91075268817204,0,442.0944660396436
31609,8,G10_60_H15,31,29.126315789473683,29.07894736842105,29.22105263157895,0,442.0944660396436
31610,8,G10_60_H15,32,28.929166666666664,28.792708333333334,29.06041666666667,0,442.0944660396436
31611,8,G10_60_H15,33,29.140625,29.02083333333333,29.284375,0,442.0944660396436
31612,8,G10_60_H15,34,26.159375,26.06770833333333,26.3125,0,442.0944660396436
31613,8,G10_60_H15,35,26.59058823529412,26.455294117647057,26.73176470588235,0,442.0944660396436
31614,8,G10_60_H15,36,27.66979166666667,27.539583333333336,27.819791666666664,0,442.0944660396436
31615,8,G10_60_H2,-1,34.875,34.260000000000005,35.2675,-1,433.63290747778456
31616,8,G10_60_H2,0,34.64791666666667,34.1875,35.077083333333334,-1,433.63290747778456
31617,8,G10_60_H2,1,34.27578947368421,33.90736842105263,34.54,-1,433.63290747778456
31618,8,G10_60_H2,2,33.59722222222222,33.38611111111111,33.8,-1,433.63290747778456
31619,8,G10_60_H2,3,32.40833333333333,32.27291666666667,32.567708333333336,-1,433.63290747778456
31620,8,G10_60_H2,4,31.69375,31.605208333333334,31.815625,-1,433.63290747778456
31621,8,G10_60_H2,5,32.800000000000004,32.509375,33.020833333333336,-1,433.63290747778456
31622,8,G10_60_H2,6,32.24791666666667,32.088541666666664,32.463541666666664,-1,433.63290747778456
31623,8,G10_60_H2,7,32.25833333333333,31.99791666666667,32.46145833333333,-1,433.63290747778456
31624,8,G10_60_H2,8,32.271875,32.077083333333334,32.41354166666667,-1,433.63290747778456
31625,8,G10_60_H2,9,31.585416666666664,31.394791666666663,31.803125,-1,433.63290747778456
31626,8,G10_60_H2,10,30.835416666666664,30.683333333333334,31.01354166666667,-1,433.63290747778456
31627,8,G10_60_H2,11,32.0875,31.90625,32.24583333333333,-1,433.63290747778456
31628,8,G10_60_H2,12,32.140625,31.99895833333333,32.32083333333333,-1,433.63290747778456
31629,8,G10_60_H2,13,31.476041666666664,31.32708333333333,31.68541666666667,-1,433.63290747778456
31630,8,G10_60_H2,14,30.445833333333336,30.305208333333336,30.619791666666668,-1,433.63290747778456
31631,8,G10_60_H2,15,30.53645833333333,30.338541666666668,30.73125,-1,433.63290747778456
31632,8,G10_60_H2,16,30.55208333333333,30.4,30.734375,-1,433.63290747778456
31633,8,G10_60_H2,17,31.160416666666663,31.0,31.296875,-1,433.63290747778456
31634,8,G10_60_H2,18,31.140625,30.984375,31.29583333333333,-1,433.63290747778456
31635,8,G10_60_H2,19,30.84375,30.703125,31.026041666666668,-1,433.63290747778456
31636,8,G10_60_H2,20,30.325,30.14375,30.527083333333334,-1,433.63290747778456
31637,8,G10_60_H2,21,29.679166666666664,29.501041666666666,29.894791666666663,-1,433.63290747778456
31638,8,G10_60_H2,22,28.832291666666663,28.671875,29.01354166666667,-1,433.63290747778456
31639,8,G10_60_H2,23,29.48125,29.30625,29.667708333333334,-1,433.63290747778456
31640,8,G10_60_H2,24,29.83333333333333,29.68541666666667,30.009375,-1,433.63290747778456
31641,8,G10_60_H2,25,29.97395833333333,29.819791666666664,30.146875,-1,433.63290747778456
31642,8,G10_60_H2,26,29.897916666666664,29.74791666666667,30.07708333333333,-1,433.63290747778456
31643,8,G10_60_H2,27,29.117708333333336,28.98645833333333,29.29375,-1,433.63290747778456
31644,8,G10_60_H2,28,28.616666666666664,28.46666666666667,28.796875,-1,433.63290747778456
31645,8,G10_60_H2,29,28.753125,28.651041666666668,28.885416666666668,-1,433.63290747778456
31646,8,G10_60_H2,30,28.78333333333333,28.61458333333333,28.96875,-1,433.63290747778456
31647,8,G10_60_H2,31,29.035416666666663,28.89375,29.18958333333333,-1,433.63290747778456
31648,8,G10_60_H2,32,29.340625,29.203125,29.496875,-1,433.63290747778456
31649,8,G10_60_H2,33,29.225,29.085416666666664,29.378125,-1,433.63290747778456
31650,8,G10_60_H2,34,29.426041666666663,29.297916666666666,29.56145833333333,-1,433.63290747778456
31651,8,G10_60_H2,35,26.2875,26.176041666666663,26.438541666666666,-1,433.63290747778456
31652,8,G10_60_H2,36,26.7125,26.578125,26.852083333333336,-1,433.63290747778456
31653,8,G10_60_H3,4,31.188888888888886,31.133333333333333,31.311111111111117,1,457.05131981557776
31654,8,G10_60_H3,5,32.831250000000004,32.575,33.028125,1,457.05131981557776
31655,8,G10_60_H3,6,32.37916666666667,32.184375,32.56041666666667,1,457.05131981557776
31656,8,G10_60_H3,7,32.34583333333333,32.07604166666667,32.54375,1,457.05131981557776
31657,8,G10_60_H3,8,32.38125,32.228125,32.54895833333333,1,457.05131981557776
31658,8,G10_60_H3,9,31.728125,31.532291666666666,31.929166666666664,1,457.05131981557776
31659,8,G10_60_H3,10,30.879166666666663,30.72395833333333,31.06770833333333,1,457.05131981557776
31660,8,G10_60_H3,11,32.15208333333333,31.980208333333334,32.307291666666664,1,457.05131981557776
31661,8,G10_60_H3,12,32.229166666666664,32.065625000000004,32.39895833333333,1,457.05131981557776
31662,8,G10_60_H3,13,31.515625,31.37291666666667,31.695833333333336,1,457.05131981557776
31663,8,G10_60_H3,14,30.465625,30.334375,30.63020833333333,1,457.05131981557776
31664,8,G10_60_H3,15,30.573958333333334,30.391666666666666,30.760416666666668,1,457.05131981557776
31665,8,G10_60_H3,16,30.62395833333333,30.471875,30.7875,1,457.05131981557776
31666,8,G10_60_H3,17,31.183333333333334,31.041666666666668,31.346875,1,457.05131981557776
31667,8,G10_60_H3,18,31.403125,31.246875,31.571875,1,457.05131981557776
31668,8,G10_60_H3,19,31.059375,30.9125,31.272916666666664,1,457.05131981557776
31669,8,G10_60_H3,20,30.503125,30.322916666666668,30.694791666666664,1,457.05131981557776
31670,8,G10_60_H3,21,29.790625,29.64270833333333,29.996875,1,457.05131981557776
31671,8,G10_60_H3,22,28.85729166666667,28.698958333333334,29.041666666666668,1,457.05131981557776
31672,8,G10_60_H3,23,29.53645833333333,29.346875,29.734375,1,457.05131981557776
31673,8,G10_60_H3,24,29.95,29.784375,30.109375,1,457.05131981557776
31674,8,G10_60_H3,25,30.078125,29.915625,30.253125,1,457.05131981557776
31675,8,G10_60_H3,26,30.00208333333333,29.821875,30.183333333333334,1,457.05131981557776
31676,8,G10_60_H3,27,29.182291666666668,29.04583333333333,29.35625,1,457.05131981557776
31677,8,G10_60_H3,28,28.617708333333336,28.447916666666668,28.8125,1,457.05131981557776
31678,8,G10_60_H3,29,28.81145833333333,28.69375,28.926041666666663,1,457.05131981557776
31679,8,G10_60_H3,30,28.821875,28.63958333333333,29.01770833333333,1,457.05131981557776
31680,8,G10_60_H3,31,29.063541666666666,28.929166666666664,29.225,1,457.05131981557776
31681,8,G10_60_H3,32,29.34166666666667,29.18645833333333,29.508333333333336,1,457.05131981557776
31682,8,G10_60_H3,33,29.26458333333333,29.129166666666663,29.43125,1,457.05131981557776
31683,8,G10_60_H3,34,29.48229166666667,29.352083333333336,29.616666666666664,1,457.05131981557776
31684,8,G10_60_H3,35,26.41875,26.308333333333334,26.59375,1,457.05131981557776
31685,8,G10_60_H3,36,26.78020833333333,26.640625,26.925,1,457.05131981557776
31686,8,G10_60_H4,4,31.188888888888886,31.133333333333333,31.311111111111117,1,450.5848368392507
31687,8,G10_60_H4,5,32.831250000000004,32.575,33.028125,1,450.5848368392507
31688,8,G10_60_H4,6,32.37916666666667,32.184375,32.56041666666667,1,450.5848368392507
31689,8,G10_60_H4,7,32.34583333333333,32.07604166666667,32.54375,1,450.5848368392507
31690,8,G10_60_H4,8,32.38125,32.228125,32.54895833333333,1,450.5848368392507
31691,8,G10_60_H4,9,31.728125,31.532291666666666,31.929166666666664,1,450.5848368392507
31692,8,G10_60_H4,10,30.879166666666663,30.72395833333333,31.06770833333333,1,450.5848368392507
